league,name,position,team,description,line_score,stat_type,flash_sale_line_score,is_promo,start_time,updated_at
CSGO,DANK1NG,G,TYLOO,Rare Atom (Map 3),7,Headshots,,False,2022-12-25T03:00:00-05:00,2022-12-24T11:17:45-05:00
NBA,RJ Barrett,F-G,NYK,PHI,4.5,Free Throws Made,,False,2022-12-25T12:00:00-05:00,2022-12-24T15:36:46-05:00
SOCCER,Bernd Leno,GK,Fulham,Crystal Palace,3.5,Goalie Saves,,False,2022-12-26T10:00:00-05:00,2022-12-24T12:58:13-05:00
NBA,Georges Niang,F,PHI,NYK,0.5,Free Throws Made,,False,2022-12-25T12:00:00-05:00,2022-12-24T15:25:26-05:00
SOCCER,Vicente Guaita,GK,Crystal Palace,Fulham,2.5,Goalie Saves,,False,2022-12-26T10:00:00-05:00,2022-12-24T12:58:13-05:00
CSGO,Freeman,G,TYLOO,Rare Atom (Maps 1-2),17,Headshots,,False,2022-12-25T01:00:00-05:00,2022-12-24T12:36:28-05:00
NBA,Mitchell Robinson,C-F,NYK,PHI,1,Free Throws Made,,False,2022-12-25T12:00:00-05:00,2022-12-24T15:26:33-05:00
LoL,Yagao,MID,BLG,RNG (Map 5),4.5,Kills,,False,2022-12-25T08:00:00-05:00,2022-12-24T12:14:23-05:00
CSGO,Freeman,G,TYLOO,Rare Atom (Map 3),8.5,Headshots,,False,2022-12-25T03:00:00-05:00,2022-12-24T11:17:47-05:00
NBA,Immanuel Quickley,G,NYK,PHI,1.5,Free Throws Made,,False,2022-12-25T12:00:00-05:00,2022-12-24T15:25:34-05:00
LoL,Elk,BOT,BLG,RNG (Map 5),4,Kills,,False,2022-12-25T08:00:00-05:00,2022-12-24T11:46:06-05:00
CSGO,lan,G,Wings Up,Lynn Vision (Maps 1-2),37,Kills,,False,2022-12-25T04:00:00-05:00,2022-12-24T11:25:04-05:00
LoL,Tangyuan,MID,RNG,BLG (Map 5),3,Kills,,False,2022-12-25T08:00:00-05:00,2022-12-24T13:38:11-05:00
CSGO,lan,G,Wings Up,Lynn Vision (Map 3),18.5,Kills,,False,2022-12-25T06:00:00-05:00,2022-12-24T11:18:32-05:00
CSGO,gas,G,Wings Up,Lynn Vision (Maps 1-2),38,Kills,,False,2022-12-25T04:00:00-05:00,2022-12-24T17:42:42-05:00
LoL,ugly,BOT,RNG,BLG (Map 5),3.5,Kills,,False,2022-12-25T08:00:00-05:00,2022-12-24T16:43:31-05:00
SOCCER,Robert Sanchez + Gavin Bazunu,GK,Brighton & Hove Albion/Southampton,Southampton,5.5,Goalie Saves,,False,2022-12-26T10:00:00-05:00,2022-12-24T13:19:36-05:00
CSGO,gas,G,Wings Up,Lynn Vision (Map 3),19.5,Kills,,False,2022-12-25T06:00:00-05:00,2022-12-24T15:55:36-05:00
SOCCER,Robert Sanchez,GK,Brighton & Hove Albion,Southampton,2.5,Goalie Saves,,False,2022-12-26T10:00:00-05:00,2022-12-24T13:49:26-05:00
SOCCER,Gavin Bazunu,GK,Southampton,BHA,3,Goalie Saves,,False,2022-12-26T10:00:00-05:00,2022-12-24T12:59:31-05:00
LoL,ucal,MID,TT,EDG (Map 5),4,Kills,,False,2022-12-26T08:00:00-05:00,2022-12-24T16:52:46-05:00
CSGO,ChildKing,G,Wings Up,Lynn Vision (Maps 1-2),38.5,Kills,,False,2022-12-25T04:00:00-05:00,2022-12-24T17:32:42-05:00
CSGO,ChildKing,G,Wings Up,Lynn Vision (Map 3),19.5,Kills,,False,2022-12-25T06:00:00-05:00,2022-12-24T13:06:09-05:00
LoL,huanfeng,BOT,TT,EDG (Map 5),4.5,Kills,,False,2022-12-26T08:00:00-05:00,2022-12-24T12:14:23-05:00
CSGO,lan,G,Wings Up,Lynn Vision (Maps 1-2),12,Headshots,,False,2022-12-25T04:00:00-05:00,2022-12-24T12:24:55-05:00
LoL,Fisher,MID,EDG,TT (Map 5),3,Kills,,False,2022-12-26T08:00:00-05:00,2022-12-24T12:14:29-05:00
CSGO,lan,G,Wings Up,Lynn Vision (Map 3),6,Headshots,,False,2022-12-25T06:00:00-05:00,2022-12-24T13:13:18-05:00
LoL,Leave,BOT,EDG,TT (Map 5),4,Kills,,False,2022-12-26T08:00:00-05:00,2022-12-24T16:52:46-05:00
CSGO,gas,G,Wings Up,Lynn Vision (Maps 1-2),22,Headshots,,False,2022-12-25T04:00:00-05:00,2022-12-24T12:55:40-05:00
NBA,LeBron James	,F,LAL,DAL,51.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:04:39-05:00
SOCCER,Robin Olsen + Alisson,GK,Aston Villa/Liverpool,Liverpool,5.5,Goalie Saves,,False,2022-12-26T12:30:00-05:00,2022-12-24T13:17:08-05:00
NBA1H,LeBron James,F,LAL,DAL 1st Half,25.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:18:19-05:00
NBA1H,LeBron James,F,LAL,DAL 1st Half,15.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T00:43:43-05:00
NBA,LeBron James	,F,LAL,DAL,29.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T14:54:30-05:00
CSGO,gas,G,Wings Up,Lynn Vision (Map 3),11,Headshots,,False,2022-12-25T06:00:00-05:00,2022-12-24T11:17:58-05:00
NBA1H,Luka Doncic,F-G,DAL,LAL 1st Half,29.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:03:37-05:00
NBA1H,Luka Doncic,F-G,DAL,LAL 1st Half,24.5,Pts+Rebs+Asts,,False,2022-12-25T14:40:00-05:00,2022-12-24T09:57:46-05:00
NBA,Luka Doncic,F-G,DAL,LAL,59.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:04:39-05:00
NBA,Luka Doncic,F-G,DAL,LAL,0.5,Blocked Shots,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:15:44-05:00
NBA,Luka Doncic,F-G,DAL,LAL,32.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T02:25:50-05:00
NBA1H,Luka Doncic,F-G,DAL,LAL 1st Half,16.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T02:25:50-05:00
NBA,Luka Doncic,F-G,DAL,LAL,17.5,Rebs+Asts,,False,2022-12-25T14:40:00-05:00,2022-12-24T04:37:05-05:00
NBA,Luka Doncic,F-G,DAL,LAL,40.5,Pts+Rebs,,False,2022-12-25T14:40:00-05:00,2022-12-24T04:32:35-05:00
NBA,Luka Doncic,F-G,DAL,LAL,1.5,Steals,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:19:25-05:00
NBA,Luka Doncic,F-G,DAL,LAL,41.5,Pts+Asts,,False,2022-12-25T14:40:00-05:00,2022-12-24T04:29:00-05:00
NBA,Luka Doncic,F-G,DAL,LAL,9,Assists,,False,2022-12-25T14:40:00-05:00,2022-12-24T04:26:05-05:00
NBA,Luka Doncic,F-G,DAL,LAL,49.5,Pts+Rebs+Asts,,False,2022-12-25T14:40:00-05:00,2022-12-24T04:25:37-05:00
NBA,Luka Doncic,F-G,DAL,LAL,3.5,Turnovers,,False,2022-12-25T14:40:00-05:00,2022-12-24T04:25:33-05:00
NBA,Luka Doncic,F-G,DAL,LAL,8.5,Rebounds,,False,2022-12-25T14:40:00-05:00,2022-12-24T04:23:51-05:00
NBA,Russell Westbrook,G,LAL,DAL,32.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:03:00-05:00
NBA1H,Russell Westbrook,G,LAL,DAL 1st Half,7.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T04:20:12-05:00
NBA,Russell Westbrook,G,LAL,DAL,14.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T04:14:33-05:00
NBA1H,Russell Westbrook,G,LAL,DAL 1st Half,16.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:35:32-05:00
CSGO,ChildKing,G,Wings Up,Lynn Vision (Maps 1-2),23,Headshots,,False,2022-12-25T04:00:00-05:00,2022-12-24T11:19:52-05:00
NBA,Christian Wood,F,DAL,LAL,0.5,Steals,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:22:01-05:00
NBA1H,Christian Wood,F,DAL,LAL 1st Half,9.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T16:06:57-05:00
NBA1H,Christian Wood,F,DAL,LAL 1st Half,16.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:06:13-05:00
NBA,Christian Wood,F,DAL,LAL,18.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T16:06:57-05:00
NBA,Christian Wood,F,DAL,LAL,1.5,Turnovers,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:34:03-05:00
CSGO,ChildKing,G,Wings Up,Lynn Vision (Map 3),11.5,Headshots,,False,2022-12-25T06:00:00-05:00,2022-12-24T11:18:00-05:00
NBA,Christian Wood,F,DAL,LAL,33.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:19:37-05:00
NBA1H,Lonnie Walker IV,G-F,LAL,DAL 1st Half,10.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:30:40-05:00
NBA,Lonnie Walker IV,G-F,LAL,DAL,0.5,Steals,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:15:46-05:00
NBA,Lonnie Walker IV,G-F,LAL,DAL,21.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:06:38-05:00
NBA,Lonnie Walker IV,G-F,LAL,DAL,14.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T14:50:51-05:00
NBA1H,Lonnie Walker IV,G-F,LAL,DAL 1st Half,7.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T04:47:14-05:00
NBA,Spencer Dinwiddie,G,DAL,LAL,16.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T04:15:07-05:00
NBA,Spencer Dinwiddie,G,DAL,LAL,30.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:19:37-05:00
NBA1H,Spencer Dinwiddie,G,DAL,LAL 1st Half,15.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:08:34-05:00
NBA,Spencer Dinwiddie,G,DAL,LAL,1.5,Turnovers,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:16:53-05:00
NBA1H,Spencer Dinwiddie,G,DAL,LAL 1st Half,8.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T04:15:07-05:00
CSGO,Westmelon,G,Lynn Vision,Wings Up (Maps 1-2),41.5,Kills,,False,2022-12-25T04:00:00-05:00,2022-12-24T11:20:56-05:00
NBA1H,Thomas Bryant,C-F,LAL,DAL 1st Half,7.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T14:50:51-05:00
NBA,Thomas Bryant,C-F,LAL,DAL,14.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T14:50:51-05:00
CSGO,Westmelon,G,Lynn Vision,Wings Up (Map 3),20.5,Kills,,False,2022-12-25T06:00:00-05:00,2022-12-24T13:55:52-05:00
NBA1H,Tim Hardaway Jr.,G-F,DAL,LAL 1st Half,12.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:08:34-05:00
NBA,Tim Hardaway Jr.,G-F,DAL,LAL,25.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:30:08-05:00
NBA,Austin Reaves,G,LAL,DAL,18.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:05:26-05:00
NBA1H,Austin Reaves,G,LAL,DAL 1st Half,9.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:05:53-05:00
NBA1H,Austin Reaves,G,LAL,DAL 1st Half,5.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T14:50:51-05:00
NBA,Austin Reaves,G,LAL,DAL,10.5,Points,,False,2022-12-25T14:40:00-05:00,2022-12-24T14:50:51-05:00
NBA,Austin Reaves,G,LAL,DAL,0.5,Steals,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:17:37-05:00
CSGO,Starry,G,Lynn Vision,Wings Up (Maps 1-2),39.5,Kills,,False,2022-12-25T04:00:00-05:00,2022-12-24T11:25:04-05:00
CSGO,Starry,G,Lynn Vision,Wings Up (Map 3),19.5,Kills,,False,2022-12-25T06:00:00-05:00,2022-12-24T11:18:32-05:00
NBA,Dennis Schroder,G,LAL,DAL,20.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:10:02-05:00
SOCCER,Aaron Ramsdale + Lukasz Fabianski,GK,Arsenal/West Ham United,West Ham United,6,Goalie Saves,,False,2022-12-26T15:00:00-05:00,2022-12-24T13:03:22-05:00
NBA,Dennis Schroder,G,LAL,DAL,0.5,Steals,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:17:26-05:00
NBA1H,Dennis Schroder,G,LAL,DAL 1st Half,10.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:08:34-05:00
CSGO,z4kr,G,Lynn Vision,Wings Up (Maps 1-2),41,Kills,,False,2022-12-25T04:00:00-05:00,2022-12-24T11:24:48-05:00
NBA,Patrick Beverley,G,LAL,DAL,0.5,Blocked Shots,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:14:21-05:00
NBA1H,Patrick Beverley,G,LAL,DAL 1st Half,9.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:05:32-05:00
NBA,Patrick Beverley,G,LAL,DAL,1.5,Blks+Stls,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:16:59-05:00
NBA,Patrick Beverley,G,LAL,DAL,18.5,Fantasy Score,,False,2022-12-25T14:40:00-05:00,2022-12-24T15:04:23-05:00
CSGO,z4kr,G,Lynn Vision,Wings Up (Map 3),20.5,Kills,,False,2022-12-25T06:00:00-05:00,2022-12-24T11:43:53-05:00
CSGO,Westmelon,G,Lynn Vision,Wings Up (Maps 1-2),24,Headshots,,False,2022-12-25T04:00:00-05:00,2022-12-24T12:24:55-05:00
CSGO,Westmelon,G,Lynn Vision,Wings Up (Map 3),12,Headshots,,False,2022-12-25T06:00:00-05:00,2022-12-24T11:19:52-05:00
CSGO,Starry,G,Lynn Vision,Wings Up (Maps 1-2),20.5,Headshots,,False,2022-12-25T04:00:00-05:00,2022-12-24T12:32:57-05:00
CSGO,Starry,G,Lynn Vision,Wings Up (Map 3),10,Headshots,,False,2022-12-25T06:00:00-05:00,2022-12-24T17:25:21-05:00
CSGO,z4kr,G,Lynn Vision,Wings Up (Maps 1-2),16,Headshots,,False,2022-12-25T04:00:00-05:00,2022-12-24T13:03:42-05:00
CSGO,z4kr,G,Lynn Vision,Wings Up (Map 3),8,Headshots,,False,2022-12-25T06:00:00-05:00,2022-12-24T11:18:15-05:00
NBA,LeBron James	,F,LAL,DAL,4.5,Free Throws Made,,False,2022-12-25T14:30:00-05:00,2022-12-24T16:09:16-05:00
NBA,Luka Doncic,F-G,DAL,LAL,7.5,Free Throws Made,,False,2022-12-25T14:30:00-05:00,2022-12-24T16:09:16-05:00
NBA,Russell Westbrook,G,LAL,DAL,3.5,Free Throws Made,,False,2022-12-25T14:30:00-05:00,2022-12-24T16:09:16-05:00
NBA,Spencer Dinwiddie,G,DAL,LAL,2.5,Free Throws Made,,False,2022-12-25T14:30:00-05:00,2022-12-24T16:09:16-05:00
NBA,Patrick Beverley,G,LAL,DAL,0.5,Free Throws Made,,False,2022-12-25T14:30:00-05:00,2022-12-24T16:09:29-05:00
NBA,Christian Wood,F,DAL,LAL,2.5,Free Throws Made,,False,2022-12-25T14:30:00-05:00,2022-12-24T16:09:29-05:00
NBA,Lonnie Walker IV,G-F,LAL,DAL,2.5,Free Throws Made,,False,2022-12-25T14:30:00-05:00,2022-12-24T16:09:51-05:00
NBA,Tim Hardaway Jr.,G-F,DAL,LAL,1.5,Free Throws Made,,False,2022-12-25T14:30:00-05:00,2022-12-24T16:09:19-05:00
NBA,Dennis Schroder,G,LAL,DAL,2.5,Free Throws Made,,False,2022-12-25T14:30:00-05:00,2022-12-24T16:09:51-05:00
NBA,Giannis Antetokounmpo,F,MIL,BOS,54.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:30:42-05:00
NBA1H,Giannis Antetokounmpo,F,MIL,BOS 1st Half,16.5,Points,,False,2022-12-25T17:10:00-05:00,2022-12-24T00:43:32-05:00
NBA1H,Giannis Antetokounmpo,F,MIL,BOS 1st Half,24.5,Pts+Rebs+Asts,,False,2022-12-25T17:10:00-05:00,2022-12-24T05:07:47-05:00
NBA,Giannis Antetokounmpo,F,MIL,BOS,43.5,Pts+Rebs,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:55:52-05:00
NBA,Giannis Antetokounmpo,F,MIL,BOS,36.5,Pts+Asts,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:57:27-05:00
NBA1H,Giannis Antetokounmpo,F,MIL,BOS 1st Half,27.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:35:32-05:00
NBA,Giannis Antetokounmpo,F,MIL,BOS,5,Assists,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:54:19-05:00
NBA,Giannis Antetokounmpo,F,MIL,BOS,0.5,3-PT Made,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:53:22-05:00
NBA,Giannis Antetokounmpo,F,MIL,BOS,3.5,Turnovers,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:52:45-05:00
NBA,Giannis Antetokounmpo,F,MIL,BOS,11.5,Rebounds,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:50:27-05:00
NBA,Giannis Antetokounmpo,F,MIL,BOS,48.5,Pts+Rebs+Asts,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:54:43-05:00
NBA,Giannis Antetokounmpo,F,MIL,BOS,31.5,Points,,False,2022-12-25T17:10:00-05:00,2022-12-24T01:22:06-05:00
NBA,Jayson Tatum,F-G,BOS,MIL,4.5,Assists,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:54:20-05:00
NBA,Jayson Tatum,F-G,BOS,MIL,0.5,Blocked Shots,,False,2022-12-25T17:10:00-05:00,2022-12-24T17:02:44-05:00
NBA,Jayson Tatum,F-G,BOS,MIL,47.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:31:15-05:00
NBA,Jayson Tatum,F-G,BOS,MIL,33.5,Pts+Asts,,False,2022-12-25T17:10:00-05:00,2022-12-24T05:13:45-05:00
NBA,Jayson Tatum,F-G,BOS,MIL,7.5,Rebounds,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:51:12-05:00
NBA,Jayson Tatum,F-G,BOS,MIL,11.5,Rebs+Asts,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:57:58-05:00
NBA,Jayson Tatum,F-G,BOS,MIL,2.5,Turnovers,,False,2022-12-25T17:10:00-05:00,2022-12-24T17:03:38-05:00
NBA1H,Jayson Tatum,F-G,BOS,MIL 1st Half,14.5,Points,,False,2022-12-25T17:10:00-05:00,2022-12-24T00:44:30-05:00
NBA,Jayson Tatum,F-G,BOS,MIL,36.5,Pts+Rebs,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:55:02-05:00
NBA1H,Jayson Tatum,F-G,BOS,MIL 1st Half,20.5,Pts+Rebs+Asts,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:54:56-05:00
NBA,Jayson Tatum,F-G,BOS,MIL,41.5,Pts+Rebs+Asts,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:54:43-05:00
NBA,Jayson Tatum,F-G,BOS,MIL,29.5,Points,,False,2022-12-25T17:10:00-05:00,2022-12-24T00:42:13-05:00
NBA1H,Jayson Tatum,F-G,BOS,MIL 1st Half,23.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:30:40-05:00
NBA,Jayson Tatum,F-G,BOS,MIL,1.5,Blks+Stls,,False,2022-12-25T17:10:00-05:00,2022-12-24T05:10:07-05:00
NBA,Jrue Holiday,G,MIL,BOS,18.5,Points,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:44:32-05:00
NBA,Jrue Holiday,G,MIL,BOS,37.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:35:26-05:00
NBA1H,Jrue Holiday,G,MIL,BOS 1st Half,18.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:28:04-05:00
NBA1H,Jrue Holiday,G,MIL,BOS 1st Half,9.5,Points,,False,2022-12-25T17:10:00-05:00,2022-12-24T05:25:40-05:00
NBA,Jrue Holiday,G,MIL,BOS,2.5,Turnovers,,False,2022-12-25T17:10:00-05:00,2022-12-24T17:01:41-05:00
NBA,Jaylen Brown,G-F,BOS,MIL,40.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:35:26-05:00
NBA1H,Jaylen Brown,G-F,BOS,MIL 1st Half,20.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T16:16:24-05:00
NBA,Jaylen Brown,G-F,BOS,MIL,2.5,Turnovers,,False,2022-12-25T17:10:00-05:00,2022-12-24T17:01:17-05:00
NBA,Jaylen Brown,G-F,BOS,MIL,26.5,Points,,False,2022-12-25T17:10:00-05:00,2022-12-24T01:22:34-05:00
NBA1H,Jaylen Brown,G-F,BOS,MIL 1st Half,12.5,Points,,False,2022-12-25T17:10:00-05:00,2022-12-24T03:07:03-05:00
NBA,Brook Lopez,C,MIL,BOS,23.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:30:33-05:00
NBA,Brook Lopez,C,MIL,BOS,11.5,Points,,False,2022-12-25T17:10:00-05:00,2022-12-24T11:31:56-05:00
NBA1H,Brook Lopez,C,MIL,BOS 1st Half,11.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:35:39-05:00
NBA1H,Brook Lopez,C,MIL,BOS 1st Half,5.5,Points,,False,2022-12-25T17:10:00-05:00,2022-12-24T11:31:56-05:00
NBA,Marcus Smart,G,BOS,MIL,26.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:30:12-05:00
NBA,Marcus Smart,G,BOS,MIL,10.5,Points,,False,2022-12-25T17:10:00-05:00,2022-12-24T12:18:09-05:00
NBA1H,Marcus Smart,G,BOS,MIL 1st Half,13.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:35:39-05:00
NBA1H,Marcus Smart,G,BOS,MIL 1st Half,5.5,Points,,False,2022-12-25T17:10:00-05:00,2022-12-24T04:42:14-05:00
NBA,Grayson Allen,G,MIL,BOS,16.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:33:45-05:00
NBA1H,Grayson Allen,G,MIL,BOS 1st Half,8.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:46:24-05:00
NBA1H,Al Horford,C-F,BOS,MIL 1st Half,12.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:41:01-05:00
NBA,Al Horford,C-F,BOS,MIL,24.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:48:58-05:00
NBA,Al Horford,C-F,BOS,MIL,0.5,Steals,,False,2022-12-25T17:10:00-05:00,2022-12-24T17:08:15-05:00
NBA,Derrick White,G,BOS,MIL,0.5,Steals,,False,2022-12-25T17:10:00-05:00,2022-12-24T17:00:00-05:00
NBA,Derrick White,G,BOS,MIL,17.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T15:43:28-05:00
NBA1H,Derrick White,G,BOS,MIL 1st Half,8.5,Fantasy Score,,False,2022-12-25T17:10:00-05:00,2022-12-24T16:09:00-05:00
NFL,Raiders DST,DST,LV,PIT,2,Sacks,,False,2022-12-24T20:15:00-05:00,2022-12-22T02:10:58-05:00
NFL,Steelers DST,DST,PIT,LV,2.5,Sacks,,False,2022-12-24T20:15:00-05:00,2022-12-22T01:46:29-05:00
NFL,Packers DST,DST,GB,MIA,1.5,Sacks,,False,2022-12-25T13:00:00-05:00,2022-12-22T04:24:23-05:00
NBA,Giannis Antetokounmpo,F,MIL,BOS,8.5,Free Throws Made,,False,2022-12-25T17:00:00-05:00,2022-12-24T16:23:58-05:00
NFL,Dolphins DST,DST,MIA,GB,2,Sacks,,False,2022-12-25T13:00:00-05:00,2022-12-22T04:24:23-05:00
NBA,Jayson Tatum,F-G,BOS,MIL,6.5,Free Throws Made,,False,2022-12-25T17:00:00-05:00,2022-12-24T16:25:24-05:00
NFL,Broncos DST,DST,DEN,LAR,2.5,Sacks,,False,2022-12-25T16:30:00-05:00,2022-12-22T01:59:57-05:00
NBA,Jrue Holiday,G,MIL,BOS,2,Free Throws Made,,False,2022-12-25T17:00:00-05:00,2022-12-24T16:24:20-05:00
NBA,Jaylen Brown,G-F,BOS,MIL,3.5,Free Throws Made,,False,2022-12-25T17:00:00-05:00,2022-12-24T16:30:27-05:00
NFL,Rams DST,DST,LA,DEN,2,Sacks,,False,2022-12-25T16:30:00-05:00,2022-12-22T01:49:11-05:00
NBA,Brook Lopez,C,MIL,BOS,1.5,Free Throws Made,,False,2022-12-25T17:00:00-05:00,2022-12-24T16:33:03-05:00
NFL,Buccaneers DST,DST,TB,ARI,2.5,Sacks,,False,2022-12-25T20:20:00-05:00,2022-12-22T01:46:29-05:00
NBA,Marcus Smart,G,BOS,MIL,0.5,Free Throws Made,,False,2022-12-25T17:00:00-05:00,2022-12-24T16:26:07-05:00
NFL,Cardinals DST,DST,ARI,TB,1.5,Sacks,,False,2022-12-25T20:20:00-05:00,2022-12-24T01:49:01-05:00
NFL,Chargers DST,DST,LAC,IND,2,Sacks,,False,2022-12-26T20:15:00-05:00,2022-12-22T01:53:57-05:00
NBA,Derrick White,G,BOS,MIL,1.5,Free Throws Made,,False,2022-12-25T17:00:00-05:00,2022-12-24T16:28:22-05:00
NBA,Bobby Portis,F,MIL,BOS,0.5,Free Throws Made,,False,2022-12-25T17:00:00-05:00,2022-12-24T16:26:04-05:00
NFL,Colts DST,DST,IND,LAC,2,Sacks,,False,2022-12-26T20:15:00-05:00,2022-12-22T02:02:09-05:00
NBA1H,Ja Morant,G,MEM,GSW 1st Half,14.5,Points,,False,2022-12-25T20:10:00-05:00,2022-12-24T02:27:07-05:00
NBA,Ja Morant,G,MEM,GSW,6.5,Rebounds,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:39:33-05:00
NBA,Ja Morant,G,MEM,GSW,8.5,Assists,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:41:49-05:00
NBA,Ja Morant,G,MEM,GSW,28.5,Points,,False,2022-12-25T20:10:00-05:00,2022-12-24T02:27:07-05:00
NBA1H,Jordan Poole,G,GSW,MEM 1st Half,12.5,Points,,False,2022-12-25T20:10:00-05:00,2022-12-24T16:37:05-05:00
NBA,Jordan Poole,G,GSW,MEM,5.5,Assists,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:41:49-05:00
NBA,Jordan Poole,G,GSW,MEM,25.5,Points,,False,2022-12-25T20:10:00-05:00,2022-12-24T16:37:05-05:00
NBA,Jordan Poole,G,GSW,MEM,3,Rebounds,,False,2022-12-25T20:00:00-05:00,2022-12-24T17:41:31-05:00
NBA,Dillon Brooks,G-F,MEM,GSW,17.5,Points,,False,2022-12-25T20:10:00-05:00,2022-12-24T17:20:35-05:00
NBA1H,Dillon Brooks,G-F,MEM,GSW 1st Half,8.5,Points,,False,2022-12-25T20:10:00-05:00,2022-12-24T17:20:35-05:00
